57463	22883	0.9121
25999	23080	0.8227
79137	64112	0.8763
148808	23163	0.7909999999999999
149603	57578	0.7363
25830	23261	0.7883
376267	84461	0.914
79734	79012	0.8952
64112	22980	0.8296
26155	23025	0.8319
22980	11083	0.754
84102	11022	0.8216
115950	90809	0.8802
23032	10579	0.8389
7018	4340	0.9652
23248	11127	0.7371
84911	23080	0.8619
54209	7940	0.9331
80823	23057	0.8909999999999999
51761	23368	0.8732
283871	196403	0.9202
65244	54438	0.9543
64210	25999	0.8799
23761	10921	0.894
89845	27165	0.8291
79137	27165	0.9101
552889	51807	0.7037
57698	2705	0.8190000000000001
149603	26155	0.8102
84302	27339	0.9018
64210	56965	0.9324
84102	57476	0.8135
26470	11140	0.8583
115950	27445	0.851
219749	134111	0.8104
23096	11127	0.6365
219749	23163	0.8018
57144	27445	0.9191
51412	27445	0.9085
80762	23329	0.7901
64837	54870	0.8735
149986	56965	0.9312
134111	23163	0.7859
27339	23761	0.8582
376267	57144	0.8865
64112	25999	0.8566
55665	22848	0.8582
22883	22849	0.8419
51400	23329	0.9097
283871	221895	0.8022
57144	23096	0.8875
23261	23025	0.8167
27445	23067	0.8282
22859	22848	0.8862
221895	23261	0.8956
79137	29978	0.7606
115950	25830	0.7856
7018	1267	0.9294
414918	11140	0.8338
192683	149986	0.8778
84461	3187	0.6188
57692	23032	0.8234
112937	79369	0.9008
376267	11140	0.8126
118813	29110	0.7709
414918	196403	0.9401
57463	29110	0.7259
9450	719	0.9229999999999999
23400	9118	0.8444
84102	10579	0.8619
283450	27445	0.8738
219749	22848	0.9108
57578	57463	0.9327
27339	23261	0.8557
51412	23329	0.9138
149603	10579	0.7425
57692	22980	0.8236
11140	3181	0.5638
64210	26155	0.917
134111	11273	0.7036
23248	23067	0.9272
285172	23067	0.8431
63891	23032	0.8128
11342	3988	0.9171
27183	23368	0.8174
84302	55665	0.8431
64755	22849	0.7776
285172	51761	0.9117
84866	22848	0.85
118442	2123	0.899
376267	23329	0.8568
219749	10579	0.8416
57692	22908	0.768
171017	64760	0.9222
25999	11127	0.825
57692	11083	0.6063
4943	3181	0.5766
22908	22907	0.7428
115950	112937	0.872
5354	745	0.9251
285175	23261	0.8925
26155	22980	0.9181
54870	51761	0.8582
64210	9581	0.5593
23080	22883	0.7851
54438	25999	0.9109
376267	27183	0.799
23057	10921	0.8919
283871	54870	0.8632
23761	3187	0.6684
137964	29110	0.8046
64837	23067	0.8574
112937	84302	0.7845
11006	945	0.9004
9862	3187	0.6795
285172	79137	0.8884
23446	8537	0.8105
57692	22883	0.7999
58476	2705	0.7921
51377	23163	0.7474
283871	137964	0.7489
23446	3988	0.8493
115950	64210	0.8767
348938	55314	0.9157
25799	23368	0.9157
552889	23096	0.726
85414	55314	0.9035
134111	90809	0.8377
196403	25930	0.8446
285175	11127	0.813
27445	23368	0.9069
64210	23261	0.7909
51377	26470	0.7654
54870	22883	0.8564
285172	283450	0.8649
219749	22849	0.8949
285175	84102	0.8895
134111	23368	0.8134
118813	25999	0.8892
126298	84911	0.8768
84866	57144	0.9122
283450	64837	0.8671
51761	22849	0.904
221895	23057	0.9036
414918	57463	0.8634
51807	23163	0.8163
196403	84866	0.9326
171017	22859	0.7916
134111	51807	0.7255
348938	7368	0.9192
285172	171017	0.7559
57698	945	0.5112
51761	25830	0.8406
57578	26470	0.8967
54438	27445	0.8856
22980	11140	0.8836
57144	22980	0.7825
54209	719	0.934
54438	51807	0.8706
64112	51761	0.8462
90809	57578	0.8905
54518	719	0.9187
80823	55665	0.7843
51807	25799	0.8312
64755	22820	0.8663
51377	29978	0.8127
137964	25799	0.7617
221895	54870	0.8236
54438	23248	0.8219
84911	51412	0.8579
64210	23400	0.7001
51412	25930	0.7413
221895	55228	0.8703
130026	25930	0.7185
221895	118813	0.8217
64837	10579	0.8877
196403	64837	0.9364
23533	719	0.925
130026	23067	0.8324
149986	10579	0.8996
80823	57463	0.8763
64760	63891	0.8627
414918	285175	0.882
285175	284161	0.8362
89845	26155	0.88
348938	11342	0.7688
57692	27445	0.8317
284161	148808	0.7744
148808	118813	0.7771
130026	84302	0.8267
4849	3181	0.7117
100507050	79734	0.9021
64837	22849	0.8318
196403	149603	0.7578
23248	22820	0.7946
64755	23368	0.8978
7018	2123	0.9402
26470	11273	0.7911
51400	22883	0.8754
54438	22859	0.9279999999999999
196403	23248	0.8764
90809	63891	0.9053
115950	23761	0.9014
118442	8537	0.7132
57476	25930	0.7561
23368	3181	0.5174
56965	23261	0.8465
56965	54438	0.8941
338773	719	0.8947
57578	10579	0.9326
79369	26155	0.8559
23761	23158	0.8509
57578	23368	0.9367
23163	23057	0.8652
23057	22907	0.9009999999999999
63891	57476	0.9227
85414	2861	0.9021
283450	64112	0.7227
89845	22820	0.7848
51761	27165	0.9203
22849	10921	0.8808
134111	84866	0.7513
23533	1436	0.9147
89845	54438	0.7814
221895	51400	0.8733
25999	23057	0.9129
54518	7305	0.9145
7940	951	0.9185
64837	56965	0.9157
112937	26155	0.8279
5354	1267	0.9506
23248	22848	0.8212
376267	23032	0.7954
90809	23080	0.8063
171017	51377	0.6261
23096	23032	0.7202
90809	51400	0.8582
23080	22848	0.8738
376267	51807	0.8621
118442	2705	0.9227
90809	23096	0.8112
29978	23158	0.7609
219749	27445	0.8733
149986	25930	0.8147
57144	10579	0.8829
115950	56965	0.8946
6334	3187	0.5571
8832	945	0.9009999999999999
26155	23032	0.8338
25799	11273	0.8182
65244	11022	0.8634
4340	2861	0.9540000000000001
57692	26470	0.8474
9450	972	0.9205
23163	11022	0.8774
54438	22980	0.8054
112937	25999	0.8306
64112	27339	0.9084
10059	9581	0.8296
90809	23248	0.8539
56965	22820	0.7874
90809	84461	0.9192
79137	22883	0.9163
196403	84461	0.9415
51377	22859	0.7077
54438	51412	0.8953
149603	27183	0.8041
80823	51377	0.8744
23163	23032	0.8133
7305	6916	0.9469
57476	23080	0.8009999999999999
23368	23163	0.885
130026	84911	0.9243
126298	115950	0.8966
148808	23080	0.7611
23761	10579	0.9163
64760	29110	0.7188
6916	2123	0.6498
284161	23329	0.8733
90809	84911	0.8815
100507050	10858	0.9284
7018	745	0.9362
149603	79137	0.8752
126298	112937	0.8383
65244	25930	0.7589
8537	6035	0.8352
80762	25830	0.833
5917	3181	0.5943
552889	23025	0.8092
285175	25999	0.8986
25799	22820	0.8324
84102	10921	0.838
84302	23261	0.878
376267	63891	0.8827
192683	22859	0.8968
84302	29110	0.8392
5354	3988	0.7952
171017	65244	0.7751
25830	23329	0.8024
26155	23057	0.8829
137964	26155	0.8786
338773	6404	0.9219
90809	57463	0.8657
149603	22908	0.6076
64760	51400	0.7009
348938	5354	0.9094
11273	11022	0.8087
56965	23368	0.9215
552889	26470	0.8302
23025	9118	0.7766
22848	11127	0.8722
90809	64755	0.9276
51400	23080	0.8740000000000001
64210	23032	0.8314
149986	22849	0.8117
115950	11140	0.8713
90809	27339	0.8973
25930	23261	0.6604
192683	23032	0.7842
64112	10921	0.7903
118442	85414	0.9216
54870	23080	0.8445
285172	284161	0.8639
192683	84461	0.9031
64112	10579	0.7647
112937	11083	0.7049
148808	54438	0.9168
118813	27183	0.8875
27165	23329	0.9277
23368	23025	0.8964
65244	25999	0.9227
27165	23080	0.8308
29978	10921	0.6604
5168	1267	0.9455
115950	23080	0.7135
112937	65244	0.8554
84302	25930	0.7228
284161	79137	0.8593
23329	22848	0.9305
79137	27339	0.9252
219749	112937	0.7938
63891	25830	0.779
57578	51377	0.7774
22820	11140	0.8632
171017	27339	0.7223
148808	9118	0.7377
196403	27339	0.8127
7368	745	0.9285
57144	27165	0.9369
58476	7018	0.7699
23248	11083	0.8856
285175	22907	0.8869
414918	22849	0.7447
112937	22907	0.8549
283871	51377	0.7427
285172	90809	0.8429
192683	23025	0.9390000000000001
84102	64210	0.7829
80823	79137	0.8731
284161	22908	0.8782
27339	25999	0.9228
64112	23761	0.7394
338773	972	0.8598
25999	22859	0.8982
29978	9581	0.9245
90809	84866	0.8626
57463	9581	0.7359
27183	10921	0.8828
128218	118442	0.9244
221895	23158	0.9202
283450	90809	0.9126
148808	23761	0.7579
64755	27165	0.9111
134111	84102	0.7472
64837	23368	0.9431
51400	23261	0.8740000000000001
414918	11022	0.7455
2123	951	0.6334
5168	719	0.5985
29978	22908	0.7557
6404	5168	0.626
23025	22849	0.7923
148808	23067	0.7193
115950	84911	0.8213
80823	27165	0.8278
64760	23368	0.8038
284161	10921	0.7931
7368	7018	0.9518
23761	23096	0.8569
23533	11006	0.9185
5168	945	0.5911
284161	126298	0.8056
414918	79137	0.8343
27165	9581	0.684
79369	11127	0.7045
63891	26470	0.878
149986	84102	0.8267
192683	11273	0.7022
84302	11022	0.8945
